Index,Cancer,Drug,Gene,Raw P value,Link
2551,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP87,0.01007637668,LINK
2552,Colon adenocarcinoma (COAD),Fluorouracil,LPPR1,0.01007637668,LINK
2553,Colon adenocarcinoma (COAD),Fluorouracil,SNORA31|ENSG00000253041.1,0.01007637668,LINK
2554,Colon adenocarcinoma (COAD),Fluorouracil,BAAT,0.01007637668,LINK
2555,Colon adenocarcinoma (COAD),Fluorouracil,MRPL50,0.01007637668,LINK
2556,Colon adenocarcinoma (COAD),Fluorouracil,ZNF189,0.01007637668,LINK
2557,Colon adenocarcinoma (COAD),Fluorouracil,ALDOB,0.01007637668,LINK
2558,Colon adenocarcinoma (COAD),Fluorouracil,TMEM246,0.01007637668,LINK
2559,Colon adenocarcinoma (COAD),Fluorouracil,RNF20,0.01007637668,LINK
2560,Colon adenocarcinoma (COAD),Fluorouracil,GRIN3A,0.01007637668,LINK
2561,Colon adenocarcinoma (COAD),Fluorouracil,PPP3R2,0.01007637668,LINK
2562,Colon adenocarcinoma (COAD),Fluorouracil,LINC00587,0.01007637668,LINK
2563,Colon adenocarcinoma (COAD),Fluorouracil,SNORA25|ENSG00000251744.1,0.01032472926,LINK
2564,Colon adenocarcinoma (COAD),Fluorouracil,KCNK9,0.01032472926,LINK
2565,Colon adenocarcinoma (COAD),Fluorouracil,TRAPPC9,0.01032472926,LINK
2566,Colon adenocarcinoma (COAD),Fluorouracil,C8orf17,0.01032472926,LINK
2567,Colon adenocarcinoma (COAD),Fluorouracil,CASC7,0.01032472926,LINK
2568,Colon adenocarcinoma (COAD),Fluorouracil,CHRAC1,0.01032472926,LINK
2569,Stomach adenocarcinoma (STAD),Fluorouracil,NEK7,0.0104127597,LINK
2570,Stomach adenocarcinoma (STAD),Fluorouracil,ATP6V1G3,0.0104127597,LINK
2571,Stomach adenocarcinoma (STAD),Fluorouracil,PTPRC,0.0104127597,LINK
2572,Stomach adenocarcinoma (STAD),Fluorouracil,MIR181A1HG,0.0104127597,LINK
2573,Stomach adenocarcinoma (STAD),Fluorouracil,MIR181A1,0.0104127597,LINK
2574,Stomach adenocarcinoma (STAD),Fluorouracil,MIR181B1,0.0104127597,LINK
2575,Stomach adenocarcinoma (STAD),Fluorouracil,LINC00862,0.0104127597,LINK
2576,Stomach adenocarcinoma (STAD),Fluorouracil,ZNF281,0.0104127597,LINK
2577,Stomach adenocarcinoma (STAD),Fluorouracil,KIF14,0.0104127597,LINK
2578,Stomach adenocarcinoma (STAD),Fluorouracil,DDX59,0.0104127597,LINK
2579,Stomach adenocarcinoma (STAD),Fluorouracil,CAMSAP2,0.0104127597,LINK
2580,Stomach adenocarcinoma (STAD),Fluorouracil,GPR25,0.0104127597,LINK
2581,Stomach adenocarcinoma (STAD),Fluorouracil,C1orf106,0.0104127597,LINK
2582,Stomach adenocarcinoma (STAD),Fluorouracil,KIF21B,0.0104127597,LINK
2583,Stomach adenocarcinoma (STAD),Fluorouracil,CACNA1S,0.0104127597,LINK
2584,Stomach adenocarcinoma (STAD),Fluorouracil,ASCL5,0.0104127597,LINK
2585,Stomach adenocarcinoma (STAD),Fluorouracil,TMEM9,0.0104127597,LINK
2586,Stomach adenocarcinoma (STAD),Fluorouracil,IGFN1,0.0104127597,LINK
2587,Stomach adenocarcinoma (STAD),Fluorouracil,PKP1,0.0104127597,LINK
2588,Stomach adenocarcinoma (STAD),Fluorouracil,TNNT2,0.0104127597,LINK
2589,Stomach adenocarcinoma (STAD),Fluorouracil,LAD1,0.0104127597,LINK
2590,Stomach adenocarcinoma (STAD),Fluorouracil,TNNI1,0.0104127597,LINK
2591,Stomach adenocarcinoma (STAD),Fluorouracil,PHLDA3,0.0104127597,LINK
2592,Stomach adenocarcinoma (STAD),Fluorouracil,CSRP1,0.0104127597,LINK
2593,Stomach adenocarcinoma (STAD),Fluorouracil,RPS10P7,0.0104127597,LINK
2594,Stomach adenocarcinoma (STAD),Fluorouracil,NAV1,0.0104127597,LINK
2595,Stomach adenocarcinoma (STAD),Fluorouracil,MIR5191,0.0104127597,LINK
2596,Stomach adenocarcinoma (STAD),Fluorouracil,MIR1231,0.0104127597,LINK
2597,Breast invasive carcinoma (BRCA),Fluorouracil,XPNPEP1,0.01051191682,LINK
2598,Breast invasive carcinoma (BRCA),Fluorouracil,U4|ENSG00000272160.1,0.01051191682,LINK
2599,Breast invasive carcinoma (BRCA),Fluorouracil,ADD3,0.01051191682,LINK
2600,Breast invasive carcinoma (BRCA),Fluorouracil,RN7SL450P,0.01051191682,LINK
2601,Breast invasive carcinoma (BRCA),Fluorouracil,CASP7,0.01055544175,LINK
2602,Breast invasive carcinoma (BRCA),Fluorouracil,PLEKHS1,0.01055544175,LINK
2603,Breast invasive carcinoma (BRCA),Fluorouracil,SNORA17|ENSG00000212589.1,0.01055544175,LINK
2604,Breast invasive carcinoma (BRCA),Fluorouracil,DCLRE1A,0.01055544175,LINK
2605,Breast invasive carcinoma (BRCA),Fluorouracil,GFRA1,0.01055544175,LINK
2606,Breast invasive carcinoma (BRCA),Fluorouracil,CCDC172,0.01055544175,LINK
2607,Breast invasive carcinoma (BRCA),Fluorouracil,PNLIPRP3,0.01055544175,LINK
2608,Breast invasive carcinoma (BRCA),Fluorouracil,PNLIP,0.01055544175,LINK
2609,Breast invasive carcinoma (BRCA),Fluorouracil,PNLIPRP1,0.01055544175,LINK
2610,Breast invasive carcinoma (BRCA),Fluorouracil,PNLIPRP2,0.01055544175,LINK
2611,Breast invasive carcinoma (BRCA),Fluorouracil,C10orf82,0.01055544175,LINK
2612,Breast invasive carcinoma (BRCA),Fluorouracil,HSPA12A,0.01055544175,LINK
2613,Breast invasive carcinoma (BRCA),Fluorouracil,ENO4,0.01055544175,LINK
2614,Breast invasive carcinoma (BRCA),Fluorouracil,KIAA1598,0.01055544175,LINK
2615,Breast invasive carcinoma (BRCA),Fluorouracil,VAX1,0.01055544175,LINK
2616,Breast invasive carcinoma (BRCA),Fluorouracil,MIR3663,0.01055544175,LINK
2617,Breast invasive carcinoma (BRCA),Fluorouracil,KCNK18,0.01055544175,LINK
2618,Breast invasive carcinoma (BRCA),Fluorouracil,SLC18A2,0.01055544175,LINK
2619,Breast invasive carcinoma (BRCA),Fluorouracil,PDZD8,0.01055544175,LINK
2620,Breast invasive carcinoma (BRCA),Fluorouracil,EMX2OS,0.01055544175,LINK
2621,Breast invasive carcinoma (BRCA),Fluorouracil,EMX2,0.01055544175,LINK
2622,Colon adenocarcinoma (COAD),Fluorouracil,ANKS1B,0.01055803681,LINK
2623,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP366,0.01055803681,LINK
2624,Colon adenocarcinoma (COAD),Fluorouracil,FAM71C,0.01055803681,LINK
2625,Breast invasive carcinoma (BRCA),Fluorouracil,NRG3,0.01059675859,LINK
2626,Breast invasive carcinoma (BRCA),Fluorouracil,GHITM,0.01059675859,LINK
2627,Breast invasive carcinoma (BRCA),Fluorouracil,C10orf99,0.01059675859,LINK
2628,Breast invasive carcinoma (BRCA),Fluorouracil,CDHR1,0.01059675859,LINK
2629,Breast invasive carcinoma (BRCA),Fluorouracil,LRIT2,0.01059675859,LINK
2630,Breast invasive carcinoma (BRCA),Fluorouracil,LRIT1,0.01059675859,LINK
2631,Breast invasive carcinoma (BRCA),Fluorouracil,RGR,0.01059675859,LINK
2632,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00858,0.01059675859,LINK
2633,Breast invasive carcinoma (BRCA),Fluorouracil,CCSER2,0.01059675859,LINK
2634,Breast invasive carcinoma (BRCA),Fluorouracil,GRID1,0.01059675859,LINK
2635,Breast invasive carcinoma (BRCA),Fluorouracil,WAPAL,0.01059675859,LINK
2636,Breast invasive carcinoma (BRCA),Fluorouracil,OPN4,0.01059675859,LINK
2637,Breast invasive carcinoma (BRCA),Fluorouracil,LDB3,0.01059675859,LINK
2638,Breast invasive carcinoma (BRCA),Fluorouracil,SCD,0.01059675859,LINK
2639,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00263,0.01059675859,LINK
2640,Breast invasive carcinoma (BRCA),Fluorouracil,snoU13|ENSG00000239091.1,0.01059675859,LINK
2641,Breast invasive carcinoma (BRCA),Fluorouracil,DPCD,0.01059675859,LINK
2642,Breast invasive carcinoma (BRCA),Fluorouracil,OAT,0.01059675859,LINK
2643,Breast invasive carcinoma (BRCA),Fluorouracil,LHPP,0.01059675859,LINK
2644,Breast invasive carcinoma (BRCA),Fluorouracil,FAM53B,0.01059675859,LINK
2645,Breast invasive carcinoma (BRCA),Fluorouracil,METTL10,0.01059675859,LINK
2646,Breast invasive carcinoma (BRCA),Fluorouracil,FAM175B,0.01059675859,LINK
2647,Breast invasive carcinoma (BRCA),Fluorouracil,FANK1,0.01059675859,LINK
2648,Breast invasive carcinoma (BRCA),Fluorouracil,ADAM12,0.01059675859,LINK
2649,Breast invasive carcinoma (BRCA),Fluorouracil,RNA5SP328,0.01059675859,LINK
2650,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00601,0.01059675859,LINK
2651,Breast invasive carcinoma (BRCA),Fluorouracil,C10orf90,0.01059675859,LINK
2652,Breast invasive carcinoma (BRCA),Fluorouracil,SNORD60|ENSG00000199321.1,0.01059675859,LINK
2653,Breast invasive carcinoma (BRCA),Fluorouracil,DOCK1,0.01059675859,LINK
2654,Breast invasive carcinoma (BRCA),Fluorouracil,FAM196A,0.01059675859,LINK
2655,Breast invasive carcinoma (BRCA),Fluorouracil,ZNF511,0.01059675859,LINK
2656,Breast invasive carcinoma (BRCA),Fluorouracil,CALY,0.01059675859,LINK
2657,Breast invasive carcinoma (BRCA),Fluorouracil,PRAP1,0.01059675859,LINK
2658,Breast invasive carcinoma (BRCA),Fluorouracil,FUOM,0.01059675859,LINK
2659,Breast invasive carcinoma (BRCA),Fluorouracil,ECHS1,0.01059675859,LINK
2660,Breast invasive carcinoma (BRCA),Fluorouracil,MIR3944,0.01059675859,LINK
2661,Breast invasive carcinoma (BRCA),Fluorouracil,PAOX,0.01059675859,LINK
2662,Breast invasive carcinoma (BRCA),Fluorouracil,MTG1,0.01059675859,LINK
2663,Breast invasive carcinoma (BRCA),Fluorouracil,CYP2E1,0.01059675859,LINK
2664,Breast invasive carcinoma (BRCA),Fluorouracil,FRG2B,0.01059675859,LINK
2665,Breast invasive carcinoma (BRCA),Fluorouracil,SPRN,0.01059675859,LINK
2666,Breast invasive carcinoma (BRCA),Fluorouracil,SYCE1,0.01059675859,LINK
2667,Breast invasive carcinoma (BRCA),Fluorouracil,snoR442|ENSG00000252203.1,0.01080101086,LINK
2668,Breast invasive carcinoma (BRCA),Fluorouracil,snoU13|ENSG00000239000.1,0.01080101086,LINK
2669,Breast invasive carcinoma (BRCA),Fluorouracil,H2AFY2,0.01080101086,LINK
2670,Breast invasive carcinoma (BRCA),Fluorouracil,AIFM2,0.01080101086,LINK
2671,Breast invasive carcinoma (BRCA),Fluorouracil,TYSND1,0.01080101086,LINK
2672,Breast invasive carcinoma (BRCA),Fluorouracil,SAR1A,0.01080101086,LINK
2673,Breast invasive carcinoma (BRCA),Fluorouracil,PPA1,0.01080101086,LINK
2674,Breast invasive carcinoma (BRCA),Fluorouracil,NPFFR1,0.01080101086,LINK
2675,Breast invasive carcinoma (BRCA),Fluorouracil,LRRC20,0.01080101086,LINK
2676,Breast invasive carcinoma (BRCA),Fluorouracil,EIF4EBP2,0.01080101086,LINK
2677,Breast invasive carcinoma (BRCA),Fluorouracil,NODAL,0.01080101086,LINK
2678,Colon adenocarcinoma (COAD),Fluorouracil,CARM1P1,0.01106275325,LINK
2679,Colon adenocarcinoma (COAD),Fluorouracil,PLGRKT,0.01106275325,LINK
2680,Colon adenocarcinoma (COAD),Fluorouracil,CD274,0.01106275325,LINK
2681,Colon adenocarcinoma (COAD),Fluorouracil,PDCD1LG2,0.01106275325,LINK
2682,Colon adenocarcinoma (COAD),Fluorouracil,KIAA1432,0.01106275325,LINK
2683,Colon adenocarcinoma (COAD),Fluorouracil,ERMP1,0.01106275325,LINK
2684,Colon adenocarcinoma (COAD),Fluorouracil,KIAA2026,0.01106275325,LINK
2685,Colon adenocarcinoma (COAD),Fluorouracil,MLANA,0.01106275325,LINK
2686,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238654.1,0.01106275325,LINK
2687,Colon adenocarcinoma (COAD),Fluorouracil,MIR4665,0.01106275325,LINK
2688,Colon adenocarcinoma (COAD),Fluorouracil,RANBP6,0.01106275325,LINK
2689,Colon adenocarcinoma (COAD),Fluorouracil,IL33,0.01106275325,LINK
2690,Colon adenocarcinoma (COAD),Fluorouracil,C9orf38,0.01106275325,LINK
2691,Colon adenocarcinoma (COAD),Fluorouracil,GLDC,0.01106275325,LINK
2692,Colon adenocarcinoma (COAD),Fluorouracil,KDM4C,0.01106275325,LINK
2693,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL123P,0.01106275325,LINK
2694,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL25P,0.01106275325,LINK
2695,Colon adenocarcinoma (COAD),Fluorouracil,TPD52L3,0.01106275325,LINK
2696,Colon adenocarcinoma (COAD),Fluorouracil,UHRF2,0.01106275325,LINK
2697,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000252110.1,0.01106275325,LINK
2698,Colon adenocarcinoma (COAD),Fluorouracil,C9orf123,0.01106275325,LINK
2699,Stomach adenocarcinoma (STAD),Fluorouracil,ADORA1,0.01114879943,LINK
2700,Stomach adenocarcinoma (STAD),Fluorouracil,CHIT1,0.01114879943,LINK
2701,Stomach adenocarcinoma (STAD),Fluorouracil,BTG2,0.01114879943,LINK
2702,Stomach adenocarcinoma (STAD),Fluorouracil,FMOD,0.01114879943,LINK
2703,Colon adenocarcinoma (COAD),Fluorouracil,MIR4495,0.01159669363,LINK
2704,Colon adenocarcinoma (COAD),Fluorouracil,MIR4303,0.01159669363,LINK
2705,Colon adenocarcinoma (COAD),Fluorouracil,SLC9A7P1,0.01159669363,LINK
2706,Colon adenocarcinoma (COAD),Fluorouracil,TMPO,0.01159669363,LINK
2707,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL179P,0.01159669363,LINK
2708,Colon adenocarcinoma (COAD),Fluorouracil,SLC25A3,0.01159669363,LINK
2709,Colon adenocarcinoma (COAD),Fluorouracil,SNORA53,0.01159669363,LINK
2710,Colon adenocarcinoma (COAD),Fluorouracil,IKBIP,0.01159669363,LINK
2711,Colon adenocarcinoma (COAD),Fluorouracil,APAF1,0.01159669363,LINK
2712,Colon adenocarcinoma (COAD),Fluorouracil,UHRF1BP1L,0.01163846237,LINK
2713,Colon adenocarcinoma (COAD),Fluorouracil,GOLGA2B,0.01163846237,LINK
2714,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL176P,0.01163846237,LINK
2715,Colon adenocarcinoma (COAD),Fluorouracil,ACTR6,0.01163846237,LINK
2716,Colon adenocarcinoma (COAD),Fluorouracil,DEPDC4,0.01163846237,LINK
2717,Colon adenocarcinoma (COAD),Fluorouracil,SCYL2,0.01163846237,LINK
2718,Colon adenocarcinoma (COAD),Fluorouracil,SLC17A8,0.01163846237,LINK
2719,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238748.1,0.01163846237,LINK
2720,Colon adenocarcinoma (COAD),Fluorouracil,NR1H4,0.01163846237,LINK
2721,Colon adenocarcinoma (COAD),Fluorouracil,GAS2L3,0.01163846237,LINK
2722,Colon adenocarcinoma (COAD),Fluorouracil,ANO4,0.01163846237,LINK
2723,Colon adenocarcinoma (COAD),Fluorouracil,SLC5A8,0.01163846237,LINK
2724,Colon adenocarcinoma (COAD),Fluorouracil,UTP20,0.01163846237,LINK
2725,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238800.1,0.01163846237,LINK
2726,Colon adenocarcinoma (COAD),Fluorouracil,ARL1,0.01163846237,LINK
2727,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP367,0.01163846237,LINK
2728,Colon adenocarcinoma (COAD),Fluorouracil,SPIC,0.01163846237,LINK
2729,Colon adenocarcinoma (COAD),Fluorouracil,MYBPC1,0.01163846237,LINK
2730,Colon adenocarcinoma (COAD),Fluorouracil,CHPT1,0.01163846237,LINK
2731,Colon adenocarcinoma (COAD),Fluorouracil,SYCP3,0.01163846237,LINK
2732,Colon adenocarcinoma (COAD),Fluorouracil,GNPTAB,0.01163846237,LINK
2733,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP368,0.01163846237,LINK
2734,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238940.1,0.01163846237,LINK
2735,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP369,0.01163846237,LINK
2736,Colon adenocarcinoma (COAD),Fluorouracil,DRAM1,0.01163846237,LINK
2737,Colon adenocarcinoma (COAD),Fluorouracil,CCDC53,0.01163846237,LINK
2738,Colon adenocarcinoma (COAD),Fluorouracil,NUP37,0.01163846237,LINK
2739,Colon adenocarcinoma (COAD),Fluorouracil,PARPBP,0.01163846237,LINK
2740,Colon adenocarcinoma (COAD),Fluorouracil,PMCH,0.01163846237,LINK
2741,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL793P,0.01163846237,LINK
2742,Colon adenocarcinoma (COAD),Fluorouracil,IGF1,0.01163846237,LINK
2743,Colon adenocarcinoma (COAD),Fluorouracil,LINC00485,0.01163846237,LINK
2744,Colon adenocarcinoma (COAD),Fluorouracil,PAH,0.01163846237,LINK
2745,Colon adenocarcinoma (COAD),Fluorouracil,ASCL1,0.01163846237,LINK
2746,Colon adenocarcinoma (COAD),Fluorouracil,C12orf42,0.01163846237,LINK
2747,Colon adenocarcinoma (COAD),Fluorouracil,STAB2,0.01163846237,LINK
2748,Colon adenocarcinoma (COAD),Fluorouracil,U8|ENSG00000212594.1,0.01163846237,LINK
2749,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238914.1,0.01163846237,LINK
2750,Colon adenocarcinoma (COAD),Fluorouracil,NT5DC3,0.01163846237,LINK
2751,Colon adenocarcinoma (COAD),Fluorouracil,HSP90B1,0.01163846237,LINK
2752,Colon adenocarcinoma (COAD),Fluorouracil,MIR3652,0.01163846237,LINK
2753,Colon adenocarcinoma (COAD),Fluorouracil,C12orf73,0.01163846237,LINK
2754,Colon adenocarcinoma (COAD),Fluorouracil,TDG,0.01163846237,LINK
2755,Colon adenocarcinoma (COAD),Fluorouracil,GLT8D2,0.01163846237,LINK
2756,Colon adenocarcinoma (COAD),Fluorouracil,HCFC2,0.01163846237,LINK
2757,Colon adenocarcinoma (COAD),Fluorouracil,NFYB,0.01163846237,LINK
2758,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP370,0.01163846237,LINK
2759,Colon adenocarcinoma (COAD),Fluorouracil,TXNRD1,0.01163846237,LINK
2760,Colon adenocarcinoma (COAD),Fluorouracil,EID3,0.01163846237,LINK
2761,Colon adenocarcinoma (COAD),Fluorouracil,CHST11,0.01163846237,LINK
2762,Colon adenocarcinoma (COAD),Fluorouracil,MIR3922,0.01163846237,LINK
2763,Colon adenocarcinoma (COAD),Fluorouracil,SLC41A2,0.01163846237,LINK
2764,Colon adenocarcinoma (COAD),Fluorouracil,C12orf45,0.01163846237,LINK
2765,Colon adenocarcinoma (COAD),Fluorouracil,ALDH1L2,0.01163846237,LINK
2766,Colon adenocarcinoma (COAD),Fluorouracil,KIAA1033,0.01163846237,LINK
2767,Colon adenocarcinoma (COAD),Fluorouracil,APPL2,0.01163846237,LINK
2768,Colon adenocarcinoma (COAD),Fluorouracil,C12orf75,0.01163846237,LINK
2769,Colon adenocarcinoma (COAD),Fluorouracil,NUAK1,0.01163846237,LINK
2770,Colon adenocarcinoma (COAD),Fluorouracil,CKAP4,0.01163846237,LINK
2771,Colon adenocarcinoma (COAD),Fluorouracil,TCP11L2,0.01163846237,LINK
2772,Colon adenocarcinoma (COAD),Fluorouracil,POLR3B,0.01163846237,LINK
2773,Colon adenocarcinoma (COAD),Fluorouracil,RFX4,0.01163846237,LINK
2774,Colon adenocarcinoma (COAD),Fluorouracil,RIC8B,0.01163846237,LINK
2775,Colon adenocarcinoma (COAD),Fluorouracil,C12orf23,0.01163846237,LINK
2776,Colon adenocarcinoma (COAD),Fluorouracil,MTERFD3,0.01163846237,LINK
2777,Colon adenocarcinoma (COAD),Fluorouracil,CRY1,0.01163846237,LINK
2778,Colon adenocarcinoma (COAD),Fluorouracil,BTBD11,0.01163846237,LINK
2779,Colon adenocarcinoma (COAD),Fluorouracil,SNORD74|ENSG00000200897.1,0.01163846237,LINK
2780,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP371,0.01163846237,LINK
2781,Colon adenocarcinoma (COAD),Fluorouracil,PWP1,0.01163846237,LINK
2782,Colon adenocarcinoma (COAD),Fluorouracil,PRDM4,0.01163846237,LINK
2783,Colon adenocarcinoma (COAD),Fluorouracil,ASCL4,0.01163846237,LINK
2784,Colon adenocarcinoma (COAD),Fluorouracil,WSCD2,0.01163846237,LINK
2785,Colon adenocarcinoma (COAD),Fluorouracil,CMKLR1,0.01163846237,LINK
2786,Colon adenocarcinoma (COAD),Fluorouracil,FICD,0.01163846237,LINK
2787,Colon adenocarcinoma (COAD),Fluorouracil,SART3,0.01163846237,LINK
2788,Colon adenocarcinoma (COAD),Fluorouracil,ISCU,0.01163846237,LINK
2789,Colon adenocarcinoma (COAD),Fluorouracil,TMEM119,0.01163846237,LINK
2790,Colon adenocarcinoma (COAD),Fluorouracil,SELPLG,0.01163846237,LINK
2791,Colon adenocarcinoma (COAD),Fluorouracil,CORO1C,0.01163846237,LINK
2792,Colon adenocarcinoma (COAD),Fluorouracil,SNORA40|ENSG00000264043.2,0.01163846237,LINK
2793,Colon adenocarcinoma (COAD),Fluorouracil,SSH1,0.01163846237,LINK
2794,Colon adenocarcinoma (COAD),Fluorouracil,MIR619,0.01163846237,LINK
2795,Colon adenocarcinoma (COAD),Fluorouracil,DAO,0.01163846237,LINK
2796,Colon adenocarcinoma (COAD),Fluorouracil,SVOP,0.01163846237,LINK
2797,Colon adenocarcinoma (COAD),Fluorouracil,USP30,0.01163846237,LINK
2798,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP372,0.01163846237,LINK
2799,Colon adenocarcinoma (COAD),Fluorouracil,ALKBH2,0.01163846237,LINK
2800,Colon adenocarcinoma (COAD),Fluorouracil,UNG,0.01163846237,LINK
2801,Colon adenocarcinoma (COAD),Fluorouracil,ACACB,0.01163846237,LINK
2802,Colon adenocarcinoma (COAD),Fluorouracil,FOXN4,0.01163846237,LINK
2803,Colon adenocarcinoma (COAD),Fluorouracil,MYO1H,0.01163846237,LINK
2804,Colon adenocarcinoma (COAD),Fluorouracil,KCTD10,0.01163846237,LINK
2805,Colon adenocarcinoma (COAD),Fluorouracil,UBE3B,0.01163846237,LINK
2806,Colon adenocarcinoma (COAD),Fluorouracil,MMAB,0.01163846237,LINK
2807,Colon adenocarcinoma (COAD),Fluorouracil,MVK,0.01163846237,LINK
2808,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP250,0.01163846237,LINK
2809,Colon adenocarcinoma (COAD),Fluorouracil,FAM222A,0.01163846237,LINK
2810,Colon adenocarcinoma (COAD),Fluorouracil,TRPV4,0.01163846237,LINK
2811,Colon adenocarcinoma (COAD),Fluorouracil,MIR4497,0.01163846237,LINK
2812,Colon adenocarcinoma (COAD),Fluorouracil,GLTP,0.01163846237,LINK
2813,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL441P,0.01163846237,LINK
2814,Colon adenocarcinoma (COAD),Fluorouracil,TCHP,0.01163846237,LINK
2815,Colon adenocarcinoma (COAD),Fluorouracil,GIT2,0.01163846237,LINK
2816,Colon adenocarcinoma (COAD),Fluorouracil,ANKRD13A,0.01163846237,LINK
2817,Colon adenocarcinoma (COAD),Fluorouracil,C12orf76,0.01163846237,LINK
2818,Colon adenocarcinoma (COAD),Fluorouracil,IFT81,0.01163846237,LINK
2819,Colon adenocarcinoma (COAD),Fluorouracil,ATP2A2,0.01163846237,LINK
2820,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL769P,0.01163846237,LINK
2821,Colon adenocarcinoma (COAD),Fluorouracil,ANAPC7,0.01163846237,LINK
2822,Colon adenocarcinoma (COAD),Fluorouracil,ARPC3,0.01163846237,LINK
2823,Colon adenocarcinoma (COAD),Fluorouracil,GPN3,0.01163846237,LINK
2824,Colon adenocarcinoma (COAD),Fluorouracil,FAM216A,0.01163846237,LINK
2825,Colon adenocarcinoma (COAD),Fluorouracil,VPS29,0.01163846237,LINK
2826,Colon adenocarcinoma (COAD),Fluorouracil,SNORD50|ENSG00000202335.1,0.01163846237,LINK
2827,Colon adenocarcinoma (COAD),Fluorouracil,RAD9B,0.01163846237,LINK
2828,Colon adenocarcinoma (COAD),Fluorouracil,PPTC7,0.01163846237,LINK
2829,Colon adenocarcinoma (COAD),Fluorouracil,TCTN1,0.01163846237,LINK
2830,Colon adenocarcinoma (COAD),Fluorouracil,HVCN1,0.01163846237,LINK
2831,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL387P,0.01163846237,LINK
2832,Colon adenocarcinoma (COAD),Fluorouracil,PPP1CC,0.01163846237,LINK
2833,Colon adenocarcinoma (COAD),Fluorouracil,CCDC63,0.01163846237,LINK
2834,Colon adenocarcinoma (COAD),Fluorouracil,MYL2,0.01163846237,LINK
2835,Colon adenocarcinoma (COAD),Fluorouracil,CUX2,0.01163846237,LINK
2836,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP373,0.01163846237,LINK
2837,Colon adenocarcinoma (COAD),Fluorouracil,FAM109A,0.01163846237,LINK
2838,Colon adenocarcinoma (COAD),Fluorouracil,SH2B3,0.01163846237,LINK
2839,Colon adenocarcinoma (COAD),Fluorouracil,ATXN2,0.01163846237,LINK
2840,Colon adenocarcinoma (COAD),Fluorouracil,U7|ENSG00000272215.1,0.01163846237,LINK
2841,Colon adenocarcinoma (COAD),Fluorouracil,BRAP,0.01163846237,LINK
2842,Colon adenocarcinoma (COAD),Fluorouracil,ACAD10,0.01163846237,LINK
2843,Colon adenocarcinoma (COAD),Fluorouracil,ALDH2,0.01163846237,LINK
2844,Colon adenocarcinoma (COAD),Fluorouracil,MAPKAPK5,0.01163846237,LINK
2845,Colon adenocarcinoma (COAD),Fluorouracil,ADAM1A,0.01163846237,LINK
2846,Colon adenocarcinoma (COAD),Fluorouracil,TMEM116,0.01163846237,LINK
2847,Colon adenocarcinoma (COAD),Fluorouracil,ERP29,0.01163846237,LINK
2848,Colon adenocarcinoma (COAD),Fluorouracil,NAA25,0.01163846237,LINK
2849,Colon adenocarcinoma (COAD),Fluorouracil,MIR3657,0.01163846237,LINK
2850,Colon adenocarcinoma (COAD),Fluorouracil,TRAFD1,0.01163846237,LINK
2851,Colon adenocarcinoma (COAD),Fluorouracil,HECTD4,0.01163846237,LINK
2852,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP71,0.01163846237,LINK
2853,Colon adenocarcinoma (COAD),Fluorouracil,PTPN11,0.01163846237,LINK
2854,Colon adenocarcinoma (COAD),Fluorouracil,RPL6,0.01163846237,LINK
2855,Colon adenocarcinoma (COAD),Fluorouracil,RPH3A,0.01163846237,LINK
2856,Colon adenocarcinoma (COAD),Fluorouracil,OAS1,0.01163846237,LINK
2857,Colon adenocarcinoma (COAD),Fluorouracil,OAS3,0.01163846237,LINK
2858,Colon adenocarcinoma (COAD),Fluorouracil,OAS2,0.01163846237,LINK
2859,Colon adenocarcinoma (COAD),Fluorouracil,DTX1,0.01163846237,LINK
2860,Colon adenocarcinoma (COAD),Fluorouracil,RASAL1,0.01163846237,LINK
